name,address,phone,website,plus_code,lat,lon,result_index,area,city,location_type,source_file,formatted_address,vicinity,place_id,rating,user_ratings_total,types,osm_display_name,osm_place_id,photon_source
Roy Aquarium House,,,,"9M2J+W7 Nagaon, Assam",26.3514459,92.6750092,1,Bordowa,nagaon,aquarium,results_aquarium_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
R k aquarium & pet shop,,080999 78125,,"9P42+P5 Nagaon, Assam",26.3542443,92.6970396,5,Bordowa,nagaon,aquarium,results_aquarium_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Aquatic pet shop,,,,"9857+CH Duliajan, Assam",27.3603892,95.3227582,4,Duliajan,dibrugarh,aquarium,results_aquarium_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Sea World Aquarium,,098642 67556,,"5QP4+54 Guwahati, Assam",26.1845663,91.7539777,5,Samaguri,nagaon,aquarium,results_aquarium_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
Chitralekha Gallery,,070024 05372,,"9M3Q+QX Nagaon, Assam",26.1804599,91.7489366,4,galleries Bordowa,nagaon,art,results_art_galleries_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Anupurbik Art and Craft Institute Block -2,,,facebook.com,"9P34+7V Nagaon, Assam",26.3542443,92.6970396,5,galleries Bordowa,nagaon,art,results_art_galleries_Bordowa_Nagaon.json,,,,,,,"Panigaon Chariali, Nagaon, Assam, 782001, India",222612568.0,
Gauhati Artists' Guild,,094353 65831,gauhatiartistsguild.org,"5QPG+29 Guwahati, Assam",26.1808381,91.7754221,1,galleries Chandmari,guwahati,art,results_art_galleries_Chandmari_Guwahati.json,,,,,,,"Chandmari Railway Flyover, Chandmari Colony, Chandmari, Guwahati, Kamrup Metropolitan, Assam, 781015, India",224270529.0,
ANUBHAB CARD GALLERY,,076639 88024,,"983C+WM Duliajan, Assam",27.355045,95.32185219840927,4,galleries Duliajan,dibrugarh,art,results_art_galleries_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Mehendi Artist Tisha,,078967 54780,instagram.com,"98W6+C4 Bordubi, Assam",27.392937,95.3241361,5,galleries Duliajan,dibrugarh,art,results_art_galleries_Duliajan_Dibrugarh.json,,,,,,,"Bordubi, Tinsukia, Assam, 786692, India",222859762.0,
Duliajan School of Music and Arts,,,,"984F+2H Duliajan, Assam",27.360620114671963,95.31287843810912,6,galleries Duliajan,dibrugarh,art,results_art_galleries_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Caffee machine refrigerator AC Deep fridge besi cooler,,098544 37193,,"RQ6W+QV Silchar, Assam",24.6845836,92.8084552,3,galleries Gandhibag Park area,silchar,art,results_art_galleries_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
Freelance Artist ajoydey,,060022 39810,,"RRP3+R5 Silchar, Assam",24.833918976147555,92.80075052422816,1,galleries Janiganj Bazaar,silchar,art,results_art_galleries_Janiganj_Bazaar_Silchar.json,,,,,,,,,photon.komoot.io
Assam Fine Arts & Crafts Society,,094351 07527,afacs.in,"5PQX+8M Guwahati, Assam",26.1858579,91.7505141,3,galleries Pan Bazaar,guwahati,art,results_art_galleries_Pan_Bazaar_Guwahati.json,,,,,,,"Dighalipukhuri Road, Pan Bazar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",224388679.0,
ShubhArrt Studio & Gallery,,070021 38378,facebook.com,"5PJP+6R Guwahati, Assam",26.1823701,91.7501234,3,galleries Uzan Bazaar,guwahati,art,results_art_galleries_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Archies Gallery,,011 4949 8888,archiesonline.com,5QFG+8RJ,26.1753871,91.7774522,3,galleries Zoo Road,guwahati,art,results_art_galleries_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
CENTRAL BANK OF INDIA - ATM,,,centralbankofindia.co.in,"RQ9W+QP Silchar, Assam",24.8183254,92.79796853844942,2,Ambicapatty,silchar,atm,results_atm_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Bank of India ATM,,,,RQ9W+QP9,24.818241129144106,92.79663652366068,3,Ambicapatty,silchar,atm,results_atm_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
State Bank of India ATM,,1800 11 2211,,RQFX+W9C,24.824530047735543,92.79816223999298,4,Ambicapatty,silchar,atm,results_atm_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Central Bank of India ATM,,,,RQGX+XQ4,24.8270921,92.798397,6,Ambicapatty,silchar,atm,results_atm_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
central bank ATM,,,,"VHC5+5J Chapra, Assam",26.32797985,90.32404765113108,6,Badarpur,silchar,atm,results_atm_Badarpur_Silchar.json,,,,,,,,,photon.komoot.io
SBI ATM,,1800 1234,bank.sbi,"8MXF+M4 Nagaon, Assam",26.3514459,92.6750092,4,Bordowa,nagaon,atm,results_atm_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Axis Bank ATM,,1860 500 5555,branch.axisbank.com,"8MXM+6G Nagaon, Assam",26.3514459,92.6750092,5,Bordowa,nagaon,atm,results_atm_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Bank of Baroda ATM,,1800 258 4455,bankofbaroda.bank.in,"9M2F+2H Nagaon, Assam",26.3514459,92.6750092,6,Bordowa,nagaon,atm,results_atm_Bordowa_Nagaon.json,,,,,,,"Haibargaon, Nagaon, Assam, 782001, India",224043926.0,
"SBI ATM Trunk Road, Silchar",,,,RRJ2+GC6,24.818241129144106,92.79663652366068,3,Dolu Lake surroundings,silchar,atm,results_atm_Dolu_Lake_surroundings_Silchar.json,,,,,,,,,photon.komoot.io
United Bank of India ATM - Guwahati Branch,,,,"5PPV+H8 Guwahati, Assam",26.182565,91.7405855,4,Fancy Bazaar,guwahati,atm,results_atm_Fancy_Bazaar_Guwahati.json,,,,,,,"Hem Baruah Road, Fancy Bazaar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",223530699.0,
CENTRAL BANK OF INDIA - KAMPUR (KACHUATINALI) Branch,,03672 266 289,centralbankofindia.co.in,"5M76+VM Uttar Chang Chaki, Assam",26.1884887,92.7369903,5,Kampur,nagaon,atm,results_atm_Kampur_Nagaon.json,,,,,,,,,photon.komoot.io
PNB ATM,,,,"6GM9+55 Roha, Assam",26.2006913,92.51459232718932,1,Raha,nagaon,atm,results_atm_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
State Bank ATM,,,,"6GJ9+R3 Roha, Assam",26.2320283,92.5183078,2,Raha,nagaon,atm,results_atm_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Bank Of India ATM,,,,"6GJ9+F8 Roha, Assam",26.229165,92.5190394,4,Raha,nagaon,atm,results_atm_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
IndusInd Bank ATM,,1860 267 7777,indusind.bank.in,"5QR2+79 Guwahati, Assam",26.19187435,91.7556458,2,Uzan Bazaar,guwahati,atm,results_atm_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Andhra Bank ATM,,,,"5QFH+R7 Guwahati, Assam",26.174612279605387,91.77830177282992,8,Zoo Road,guwahati,atm,results_atm_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Boris Bakery,,098540 23755,borisbakers.com,RQ8R+FPQ,24.8232838,92.7914293,4,Ambicapatty,silchar,bakeries,results_bakeries_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Good Vibes Cakes,,086383 49676,instagram.com,"9M5Q+9R Nagaon, Assam",26.360184,92.690182,3,Bordowa,nagaon,bakeries,results_bakeries_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Pinki'Z Bakery,,,,"8MPM+Q6 Nagaon, Assam",26.34859915,92.68384115661296,6,Bordowa,nagaon,bakeries,results_bakeries_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
JD's Sweets & Bakery 2,,084730 55999,,"984C+CX Duliajan, Assam",27.355045,95.32185219840927,4,Duliajan,dibrugarh,bakeries,results_bakeries_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
M.K BAKERS,,097067 67529,,"984C+VV Duliajan, Assam",27.3604885,95.3269885682135,5,Duliajan,dibrugarh,bakeries,results_bakeries_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Seven Star Cafe N Bakery,,094358 18155,,"5PPV+M9 Guwahati, Assam",26.182565,91.7405855,5,Fancy Bazaar,guwahati,bakeries,results_bakeries_Fancy_Bazaar_Guwahati.json,,,,,,,"Hem Baruah Road, Fancy Bazaar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",223530699.0,
Royal MN bakery,,086383 49676,instagram.com,"9M5Q+9R Nagaon, Assam",26.360184,92.690182,4,Kaliabor,nagaon,bakeries,results_bakeries_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
Diamond Bakery,,088129 71474,facebook.com,"5PPV+JC Guwahati, Assam",26.182565,91.7405855,5,Paltan Bazaar,guwahati,bakeries,results_bakeries_Paltan_Bazaar_Guwahati.json,,,,,,,"Hem Baruah Road, Fancy Bazaar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",223530699.0,
Shaikh Brothers,,094358 18155,,"5PPV+M9 Guwahati, Assam",26.182565,91.7405855,6,Paltan Bazaar,guwahati,bakeries,results_bakeries_Paltan_Bazaar_Guwahati.json,,,,,,,"Hem Baruah Road, Fancy Bazaar, Guwahati, Kamrup Metropolitan, Assam, 781015, India",223530699.0,
"The Rolling Pin Bakery, Sweets & Confectionery",,078966 86667,,"7FFX+PW Barapujia, Assam",26.274224,92.4992256,5,Raha,nagaon,bakeries,results_bakeries_Raha_Nagaon.json,,,,,,,"Barapujia, Mikirbheta, Marigaon, Assam, 782103, India",222963826.0,
Bholanath Bakery,,070020 53461,,"RQHQ+QW Silchar, Assam",24.8283977,92.7911996,4,Tarapur,silchar,bakeries,results_bakeries_Tarapur_Silchar.json,,,,,,,"TV Station Road, Tarapur, Silchar, Cachar, Assam, 788014, India",224087774.0,
Pastry Prime,,099574 75600,pastryprime.com,"5QW4+8W Guwahati, Assam",26.1823701,91.7501234,2,Uzan Bazaar,guwahati,bakeries,results_bakeries_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Repose Baker's Special,,070029 85031,srdeka.com,"5QQ4+RV Guwahati, Assam",26.1914795,91.7519783,4,Uzan Bazaar,guwahati,bakeries,results_bakeries_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Let's Celebrate,,088110 93266,,"5QFG+XH Guwahati, Assam",26.1753871,91.7774522,5,Zoo Road,guwahati,bakeries,results_bakeries_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Cake and Gifts,,,,"5QFG+67 Zoo Road Tiniali, Guwahati, Assam",26.17201335,91.7748091,6,Zoo Road,guwahati,bakeries,results_bakeries_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Central Bank of India,,03843 268 644,centralbankofindia.co.in,"VHC5+26 Chapra, Assam",26.32797985,90.32404765113108,6,Badarpur,silchar,banks,results_banks_Badarpur_Silchar.json,,,,,,,,,photon.komoot.io
Axis Bank Branch,,1860 500 5555,branch.axisbank.com,"8MXF+XJ Nagaon, Assam",26.3514459,92.6750092,6,Bordowa,nagaon,banks,results_banks_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
SBI Branch Dhing,,1800 1234,bank.sbi,"FF5H+X3 Dhing, Assam",26.4145618,92.5511276,2,Dhing,nagaon,banks,results_banks_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Federal Bank Ltd,,03842 262 907,,RRF2+Q6X,24.82341580978945,92.79985586657236,3,Dolu Lake surroundings,silchar,banks,results_banks_Dolu_Lake_surroundings_Silchar.json,,,,,,,,,photon.komoot.io
United Bank of India,,1800 345 0345,,9849+5V6,27.3515144,95.3212398,2,Duliajan,dibrugarh,banks,results_banks_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
State Bank of India,,1800 11 2211,,984F+5XG,27.355800228277225,95.32779131023425,4,Duliajan,dibrugarh,banks,results_banks_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Apex Bank - Silchar Branch,,,,RQGX+CCV,24.82341580978945,92.79985586657236,8,Gandhibag Park area,silchar,banks,results_banks_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
SBI Branch Haiborgaon,,1800 1234,bank.sbi,"8MVJ+P9 Nagaon, Assam",26.34859915,92.68384115661296,3,Haibargaon,nagaon,banks,results_banks_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
HDFC Bank,,094097 67967,hdfc.bank.in,"9M2G+FR Nagaon, Assam",26.3514459,92.6750092,4,Haibargaon,nagaon,banks,results_banks_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
Jana Kalyan Tccs Ltd.,,03672 357 262,janakalyantccs.com,"9M2G+H6 Nagaon, Assam",26.3571901,92.6754505,2,Kaliabor,nagaon,banks,results_banks_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
SBI Branch Nagaon,,1800 1234,bank.sbi,"8PR3+98 Nagaon, Assam",26.3355371,92.7002765,7,Kaliabor,nagaon,banks,results_banks_Kaliabor_Nagaon.json,,,,,,,,,photon.komoot.io
SBI Branch Kampur Town,,1800 1234,bank.sbi,"5MC3+WP Kampur Town, Assam",5.40161565,100.29754359675267,2,Kampur,nagaon,banks,results_banks_Kampur_Nagaon.json,,,,,,,,,photon.komoot.io
NORTH EAST SMALL FINANCE BANK,,,,"RRP2+4V Silchar, Assam",24.833918976147555,92.80075052422816,6,Khaspur,silchar,banks,results_banks_Khaspur_Silchar.json,,,,,,,,,photon.komoot.io
Central Bank Of India,,,,"78MM+9Q Naharkatia, Assam",27.286295,95.3258308,4,Naharkatia,dibrugarh,banks,results_banks_Naharkatia_Dibrugarh.json,,,,,,,"Naharkatia, Naharkatiya, Dibrugarh, Assam, 786610, India",219977775.0,
Punjab National Bank - Raha Branch,,,,"6GM9+54 Roha, Assam",26.2006913,92.51459232718932,2,Raha,nagaon,banks,results_banks_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
SBI Branch Raha,,1800 1234,bank.sbi,"6GMG+6J Roha, Assam",26.23209985,92.51828565,3,Raha,nagaon,banks,results_banks_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
"Assam Gramin Vikash Bank, Raha",,,,"6GJ8+QV Roha, Assam",26.2006913,92.51459232718932,4,Raha,nagaon,banks,results_banks_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Bank of India - Garmari Branch,,,,"6GJ9+G8 Roha, Assam",26.229165,92.5190394,5,Raha,nagaon,banks,results_banks_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Bank of India,,03672 285 899,,,26.2284326,92.5206167,6,Raha,nagaon,banks,results_banks_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
SBI Branch Rupahi,,,,"9M5J+3Q Nagaon, Assam",26.4157784,92.7417111,2,Rupohihat,nagaon,banks,results_banks_Rupohihat_Nagaon.json,,,,,,,,,photon.komoot.io
SBI Branch Samaguri,,1800 1234,bank.sbi,"CR8V+M9 Samaguri, Assam",26.4189384,92.8446824,1,Samaguri,nagaon,banks,results_banks_Samaguri_Nagaon.json,,,,,,,"Samaguri, Nagaon, Assam, 782140, India",222599658.0,
SBI Branch Kaoimari,,1800 1234,bank.sbi,"CR8V+GC Kawaimari, Assam",26.4671094,92.8179123,7,Samaguri,nagaon,banks,results_banks_Samaguri_Nagaon.json,,,,,,,,,photon.komoot.io
SBI Branch Tarapur,,1800 1234,bank.sbi,"RQHQ+MH Silchar, Assam",24.8304095,92.79784620858584,1,Tarapur,silchar,banks,results_banks_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
"ICICI Bank Tarapur, Silchar-Branch & ATM",,1800 1080,icicibank.com,"RQJM+9M Silchar, Assam",24.8163279,92.8017457,2,Tarapur,silchar,banks,results_banks_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
SBI Branch Chenikuthi,,1800 1234,bank.sbi,"5QQ5+82 Guwahati, Assam",26.172266468232824,91.72626999285433,7,Uzan Bazaar,guwahati,banks,results_banks_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Bandhan Bank,,1800 258 8181,bandhanbank.com,"5QFG+XW Guwahati, Assam",26.1802628,91.77530943374234,4,Zoo Road,guwahati,banks,results_banks_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Bank of Baroda Zoo Road Tiniali Branch,,1800 5700,bankofbaroda.bank.in,"5QFG+8R Guwahati, Assam",26.17769011065146,91.77581460610313,7,Zoo Road,guwahati,banks,results_banks_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
The Millennium BAR,,070990 93385,borailviewregency.com,"RQGW+CR Silchar, Assam",24.819358,92.795703,5,Badarpur,silchar,bars,results_bars_Badarpur_Silchar.json,,,,,,,,,photon.komoot.io
Green Land Restaurant Cum Wine Bar,,086386 46462,,"8PW8+PV Nagaon, Assam",26.3507875,92.68461767315618,1,Bordowa,nagaon,bars,results_bars_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Zongki Panoi Bar and Restaurant,,070023 25621,,"9857+5G Duliajan, Assam",27.3559134,95.3192307,2,Duliajan,dibrugarh,bars,results_bars_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
Tantra,,094350 70232,,"RQJW+GP Silchar, Assam",24.8283093,92.7873196,6,Gandhibag Park area,silchar,bars,results_bars_Gandhibag_Park_area_Silchar.json,,,,,,,,,photon.komoot.io
Your’s Choice Bar and Restaurant,,078962 49919,,"8MR9+VC Khutikatia, Assam",26.3386126,92.6664406,6,Haibargaon,nagaon,bars,results_bars_Haibargaon_Nagaon.json,,,,,,,,,photon.komoot.io
High Five Bar cum Restaurant,,097078 52404,,"7937+67 Morigaon, Assam",26.3484427,92.68521213449532,6,Raha,nagaon,bars,results_bars_Raha_Nagaon.json,,,,,,,,,photon.komoot.io
Blue Orchid Restobar,,03842 262 241,,"RRG2+W3 Silchar, Assam",24.8260912,92.8003441,4,Tarapur,silchar,bars,results_bars_Tarapur_Silchar.json,,,,,,,"Central Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223159455.0,
OTT (Over The Top)- Bar and Resturant,,,,RRH3+88F,24.829682568144023,92.80208603960833,6,Tarapur,silchar,bars,results_bars_Tarapur_Silchar.json,,,,,,,,,photon.komoot.io
SAQUE BAR,,,,"5PMW+95 Guwahati, Assam",26.1831142,91.7465796,5,Uzan Bazaar,guwahati,bars,results_bars_Uzan_Bazaar_Guwahati.json,,,,,,,,,photon.komoot.io
Crystal Discotheque,,060021 16965,,"5QFG+XP Guwahati, Assam",26.174612279605387,91.77830177282992,1,Zoo Road,guwahati,bars,results_bars_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
The Whiskey Bar & Grill,,070993 98040,thewhiskey.in,"5Q8H+7Q Guwahati, Assam",26.1651483,91.7795834,3,Zoo Road,guwahati,bars,results_bars_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
BudgetBars.com,,,,5QFH+GJG,26.174612279605387,91.77830177282992,4,Zoo Road,guwahati,bars,results_bars_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
Friend's Bar Cum Restaurant,,095775 73267,,"5QGG+4P Guwahati, Assam",26.1753871,91.7774522,6,Zoo Road,guwahati,bars,results_bars_Zoo_Road_Guwahati.json,,,,,,,,,photon.komoot.io
BOOK CENTER,,070023 27833,,"RQCX+HG Silchar, Assam",24.826091195938847,92.8003441092127,1,Ambicapatty,silchar,bookstores,results_bookstores_Ambicapatty_Silchar.json,,,,,,,,,photon.komoot.io
Tarun Library,,,,"RRG2+J4 Silchar, Assam",24.8260912,92.8003441,6,Ambicapatty,silchar,bookstores,results_bookstores_Ambicapatty_Silchar.json,,,,,,,"Central Road, Tarapur, Silchar, Cachar, Assam, 788014, India",223159455.0,
BOOK CENTRE,,086389 50560,,"VHC6+5P Badarpur, Assam",24.8199645,92.49167641087158,3,Badarpur,silchar,bookstores,results_bookstores_Badarpur_Silchar.json,,,,,,,,,photon.komoot.io
The Book Nook,,086385 37656,thebooknook.co.in,"9M5V+X2 Nagaon, Assam",26.3555646,92.6869609,1,Bordowa,nagaon,bookstores,results_bookstores_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Arif Book Stall,,084861 06282,,"9M2H+55 Nagaon, Assam",26.3514459,92.6750092,2,Bordowa,nagaon,bookstores,results_bookstores_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Soubhagya Book Hub,,090855 22673,,"9M5P+CR Nagaon, Assam",26.187083,91.7408631,5,Bordowa,nagaon,bookstores,results_bookstores_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Sarkar Book Stall,,086387 68184,,"9M3P+GG Nagaon, Assam",5.4339794,100.3017406804759,6,Bordowa,nagaon,bookstores,results_bookstores_Bordowa_Nagaon.json,,,,,,,,,photon.komoot.io
Bikash Book Stall,,,,"5QMG+96 Guwahati, Assam",26.1834882,91.7847925,2,Chandmari,guwahati,bookstores,results_bookstores_Chandmari_Guwahati.json,,,,,,,"Maniram Dewan Road, Chandmari Colony, Chandmari, Guwahati, Kamrup Metropolitan, Assam, 781015, India",222234661.0,
N I Enterprises,,060034 04453,,"FF5J+3M Dhing, Assam",26.4582273,92.4819173,5,Dhing,nagaon,bookstores,results_bookstores_Dhing_Nagaon.json,,,,,,,,,photon.komoot.io
Gupta Book Store,,070023 15400,,"984C+4H Duliajan, Assam",27.35385360519065,95.32050783611167,1,Duliajan,dibrugarh,bookstores,results_bookstores_Duliajan_Dibrugarh.json,,,,,,,,,photon.komoot.io
